Episode,1,Score,-21,largest_variance,0.232122,all_var,0.138381
Episode,2,Score,-21,largest_variance,0.213971,all_var,0.1388271667
Episode,3,Score,-18,largest_variance,0.219262,all_var,0.1385963333
Episode,4,Score,-20,largest_variance,0.211644,all_var,0.1386725
Episode,5,Score,-20,largest_variance,0.218808,all_var,0.1386593333
Episode,6,Score,-20,largest_variance,0.226158,all_var,0.1384923333
Episode,7,Score,-21,largest_variance,0.220775,all_var,0.1387331667
Episode,8,Score,-21,largest_variance,0.211851,all_var,0.1388291667
Episode,9,Score,-21,largest_variance,0.215066,all_var,0.1388298333
Episode,10,Score,-20,largest_variance,0.219646,all_var,0.1385845
Episode,11,Score,-21,largest_variance,0.231161,all_var,0.1383781667
Episode,12,Score,-21,largest_variance,0.227481,all_var,0.1384586667
Episode,13,Score,-20,largest_variance,0.21729,all_var,0.1386565
Episode,14,Score,-21,largest_variance,0.225498,all_var,0.1384225
Episode,15,Score,-19,largest_variance,0.213367,all_var,0.1387188333
Episode,16,Score,-20,largest_variance,0.2155,all_var,0.1384576667
Episode,17,Score,-20,largest_variance,0.218061,all_var,0.138559
Episode,18,Score,-20,largest_variance,0.223013,all_var,0.1386533333
Episode,19,Score,-21,largest_variance,0.222077,all_var,0.1385108333
Episode,20,Score,-19,largest_variance,0.208033,all_var,0.1386908333
Episode,21,Score,-20,largest_variance,0.224047,all_var,0.1384783333
Episode,22,Score,-20,largest_variance,0.214166,all_var,0.1387406667
Episode,23,Score,-21,largest_variance,0.222666,all_var,0.1385245
Episode,24,Score,-19,largest_variance,0.225062,all_var,0.1387155
Episode,25,Score,-20,largest_variance,0.215296,all_var,0.138673
Episode,26,Score,-21,largest_variance,0.211662,all_var,0.1386995
Episode,27,Score,-20,largest_variance,0.217211,all_var,0.1385228333
Episode,28,Score,-19,largest_variance,0.24014,all_var,0.1382855
Episode,29,Score,-20,largest_variance,0.22084,all_var,0.1383691667
Episode,30,Score,-21,largest_variance,0.21683,all_var,0.138582
Episode,31,Score,-21,largest_variance,0.224399,all_var,0.1383355
Episode,32,Score,-20,largest_variance,0.210525,all_var,0.1385646667
Episode,33,Score,-20,largest_variance,0.225529,all_var,0.1384995
Episode,34,Score,-21,largest_variance,0.225846,all_var,0.1384045
Episode,35,Score,-20,largest_variance,0.218325,all_var,0.138516
Episode,36,Score,-20,largest_variance,0.222887,all_var,0.138412
Episode,37,Score,-20,largest_variance,0.231174,all_var,0.1381575
Episode,38,Score,-20,largest_variance,0.228647,all_var,0.1384126667
Episode,39,Score,-20,largest_variance,0.222909,all_var,0.1384876667
Episode,40,Score,-19,largest_variance,0.233885,all_var,0.1378511667
Episode,41,Score,-20,largest_variance,0.235998,all_var,0.137743
Episode,42,Score,-20,largest_variance,0.23745,all_var,0.1375925
Episode,43,Score,-20,largest_variance,0.227295,all_var,0.137956
Episode,44,Score,-21,largest_variance,0.224755,all_var,0.1381383333
Episode,45,Score,-18,largest_variance,0.247615,all_var,0.1378426667
Episode,46,Score,-21,largest_variance,0.241116,all_var,0.1379423333
Episode,47,Score,-21,largest_variance,0.239206,all_var,0.1378891667
Episode,48,Score,-17,largest_variance,0.240286,all_var,0.1374238333
Episode,49,Score,-18,largest_variance,0.234975,all_var,0.138236
Episode,50,Score,-21,largest_variance,0.247836,all_var,0.137341
Episode,51,Score,-20,largest_variance,0.250185,all_var,0.1373626667
Episode,52,Score,-21,largest_variance,0.239694,all_var,0.138396
Episode,53,Score,-21,largest_variance,0.256414,all_var,0.1374385
Episode,54,Score,-20,largest_variance,0.281334,all_var,0.1359551667
Episode,55,Score,-20,largest_variance,0.264678,all_var,0.1368005
Episode,56,Score,-21,largest_variance,0.245537,all_var,0.1380553333
Episode,57,Score,-21,largest_variance,0.249051,all_var,0.1366815
Episode,58,Score,-21,largest_variance,0.265202,all_var,0.1362918333
Episode,59,Score,-20,largest_variance,0.275092,all_var,0.1358271667
Episode,60,Score,-19,largest_variance,0.261411,all_var,0.1368345
Episode,61,Score,-21,largest_variance,0.23449,all_var,0.1371286667
Episode,62,Score,-20,largest_variance,0.255817,all_var,0.136654
Episode,63,Score,-20,largest_variance,0.232692,all_var,0.1379763333
Episode,64,Score,-20,largest_variance,0.250506,all_var,0.1370268333
Episode,65,Score,-19,largest_variance,0.2519,all_var,0.137044
Episode,66,Score,-19,largest_variance,0.246365,all_var,0.1368821667
Episode,67,Score,-20,largest_variance,0.260583,all_var,0.1368075
Episode,68,Score,-21,largest_variance,0.257168,all_var,0.1372281667
Episode,69,Score,-20,largest_variance,0.245245,all_var,0.1369311667
Episode,70,Score,-18,largest_variance,0.246975,all_var,0.1373055
Episode,71,Score,-18,largest_variance,0.24966,all_var,0.1372156667
Episode,72,Score,-18,largest_variance,0.256329,all_var,0.1361778333
Episode,73,Score,-19,largest_variance,0.250836,all_var,0.1365785
Episode,74,Score,-18,largest_variance,0.226518,all_var,0.1372155
Episode,75,Score,-21,largest_variance,0.25155,all_var,0.1366435
Episode,76,Score,-20,largest_variance,0.263064,all_var,0.1359655
Episode,77,Score,-20,largest_variance,0.246476,all_var,0.1369358333
